FLT,RFC,LKF,VIP,REG,VI1,TOF,ITY,TAR,GAT,FSA,POP,SDT,RCP,NAT,FLX,MFF,SST,STA,ORG,STP
CZ6949,乌鲁-重庆-昆明,CZ6950,,B7967,CKG,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:38,URC,2017/7/11 15:05
CZ6977,武汉-昆明,CZ6978,,B5070,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:43,WUH,2017/7/11 18:25
CZ8127,重庆-昆明,,,B6576,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,OQ2327,SF,2017/7/11 8:43,CKG,2017/7/11 7:15
CZ8157,重庆-昆明,,,B6576,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,OQ2357,SF,2017/7/11 20:53,CKG,2017/7/11 19:25
CZ8509,长春-青岛-昆明,,,B6897,TAO,D,A322,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:13,CGQ,2017/7/11 19:45
DR5316,天津-长治-昆明,,,B7088,CIH,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:35,TSN,2017/7/11 14:40
DR6502,芒市-昆明,DR6505,,B6109,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:55,LUM,2017/7/11 14:55
DR6504,芒市-昆明,DR6579,,B5812,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:40,LUM,2017/7/11 18:40
DR6506,芒市-昆明,DR6511,,B6109,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:40,LUM,2017/7/11 20:25
DR6508,芒市-昆明,DR6501,,B6109,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:55,LUM,2017/7/11 10:50
DR6510,版纳-昆明,DR6515,,B5829,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:40,JHG,2017/7/11 10:35
DR6512,版纳-昆明,,,B6109,,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 1:35,JHG,2017/7/12 0:30
DR6516,天津-襄阳-昆明,,,B5829,XFN,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:20,TSN,2017/7/11 22:30
DR6522,成都-昆明,,,B1595,,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:30,CTU,2017/7/11 22:50
DR6524,丽江-昆明,,,B6110,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:50,LJG,2017/7/11 22:55
DR6530,呼和-太原-昆明,DR6537,,B1597,TYN,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:50,HET,2017/7/11 14:55
DR6534,武汉-昆明,,,B7866,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:55,WUH,2017/7/11 21:45
DR6538,兰州-昆明,,,B1597,,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:20,ZGC,2017/7/11 22:05
DR6558,沈阳-呼和-昆明,,,B7867,HET,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 1:10,SHE,2017/7/11 22:00
DR6560,大连-太原-昆明,,,B1593,TYN,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 1:35,DLC,2017/7/11 22:40
DR6570,北海-昆明,DR6559,,B1593,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:20,BHY,2017/7/11 9:45
DR6578,沈阳-榆林-昆明,,,B5830,UYN,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:05,SHE,2017/7/11 19:10
DR6580,芒市-昆明,DR6503,,B5812,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:55,LUM,2017/7/11 13:50
DR6592,西安-昆明,,,B1960,,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:35,XIY,2017/7/11 22:15
EU2223,成都-昆明,EU2721,,B6230,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:20,CTU,2017/7/11 6:45
EU2226,版纳-昆明,EU2224,,B6230,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:15,JHG,2017/7/11 21:15
EU2722,厦门-柳州-昆明,EU2225,,B6230,LZH,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:25,XMN,2017/7/11 16:55
FD582,廊曼-昆明,FD583,,HSBBE,,I,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:25,DMK,2017/7/11 7:50
FM9397,上海-长沙-昆明,FM9398,,B1742,HHA,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:50,PVG,2017/7/11 12:50
FM9429,上海-衡阳-昆明,FM9430,,B1900,HNY,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:20,PVG,2017/7/11 14:20
FM9451,上海-昆明,FM9452,,B2570,,D,B763,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:30,SHA,2017/7/11 9:00
FM9453,上海-昆明,FM9453,,B5261,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:45,SHA,2017/7/11 8:15
FM9454,版纳-昆明,FM9454,,B5261,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:45,JHG,2017/7/11 14:45
FM9539,温州-昆明,FM9540,,B5131,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:45,WNZ,2017/7/11 7:40
FM9541,郑州-昆明,FM9542,,B5320,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:35,CGO,2017/7/11 7:50
FU6509,福州-昆明,FU6510,,B1905,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:20,FOC,2017/7/11 18:15
G52627,大连-南阳-昆明,G52628,,B3377,NNY,D,CRJ9,,,33-计划,REG,2017/7/11,,PAX,,,2,2017/7/11 18:15,DLC,2017/7/11 15:45
GJ8661,杭州-贵阳-昆明,,,B8433,KWE,D,A320,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:30,HGH,2017/7/11 23:20
GJ8837,杭州-珠海-昆明,GJ8838,,B8560,ZUH,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:45,HGH,2017/7/11 11:50
GJ8872,长春-临沂-昆明,,,B8148,LYI,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:35,CGQ,2017/7/11 19:25
GJ8881,杭州-昆明,GJ8882,,B8985,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:20,HGH,2017/7/11 17:10
GS7661,西安-昆明,GS7662,,B9983,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:50,XIY,2017/7/11 19:25
GS7855,天津-昆明,GS7856,,B8659,,D,A330,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:05,TSN,2017/7/11 8:25
GX8981,南宁-昆明,GX8982,,B3180,,D,E190,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:35,NNG,2017/7/11 8:10
HO1017,上海-大庸-昆明,HO1018,,B8235,DYG,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:45,PVG,2017/7/11 16:40
HO1047,杭州-毕节-昆明,HO1048,,B6381,BFJ,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:55,HGH,2017/7/11 17:45
HO1093,上海-昆明,,,B6338,,D,A320,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:35,SHA,2017/7/11 21:05
HO1095,上海-毕节-昆明,HO1096,,B6640,BFJ,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:25,PVG,2017/7/11 18:25
HO1099,上海-昆明,HO1100,,B6338,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:30,SHA,2017/7/11 12:00
HO1121,上海-昆明,HO1122,,B6395,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 11:50,SHA,2017/7/11 8:35
HU7087,海口-昆明,HU7088,,B2651,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 9:35,HAK,2017/7/11 7:40
HU7111,北京-昆明,HU7112,,B2491,,D,B763,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 19:10,PEK,2017/7/11 15:40
HU7163,深圳-昆明,HU7164,,B1541,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 10:25,SZX,2017/7/11 7:55
HU7211,北京-昆明,HU7212,,B7880,,D,B789,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:35,PEK,2017/7/11 8:10
HU7235,广州-昆明,HU7236,,B2647,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:20,CAN,2017/7/11 18:45
HU7311,北京-昆明,,,B5408,,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:55,PEK,2017/7/11 21:30
HU9905,版纳-昆明,,,B5272,,D,B737,,,33-计划,CSF,2017/7/11,,PAX,,8L9905,SF,2017/7/11 8:05,JHG,2017/7/11 7:00
HU9932,芒市-昆明,,,B5249,,D,B737,,,33-计划,CSF,2017/7/11,,PAX,,8L9932,SF,2017/7/11 13:45,LUM,2017/7/11 12:45
HU9956,郑州-昆明,,,B1586,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,8L9956,SF,2017/7/11 16:50,CGO,2017/7/11 14:05
HU9980,深圳-昆明,,,B6800,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,8L9980,SF,2017/7/11 22:30,SZX,2017/7/11 19:55
HU9988,北京-昆明,,,B8731,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,8L9988,SF,2017/7/11 10:00,PEK,2017/7/11 6:20
HU9996,银川-昆明,,,B7992,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,8L9996,SF,2017/7/11 12:45,INC,2017/7/11 10:05
JD5155,丽江-昆明,JD5156,,B6403,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:05,LJG,2017/7/11 14:05
JD5157,杭州-昆明,JD5158,,B1691,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:15,HGH,2017/7/11 10:00
JD5165,丽江-昆明,JD5791,,B6178,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:40,LJG,2017/7/11 9:40
JD5789,版纳-昆明,JD5790,,B1622,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:20,JHG,2017/7/11 10:05
JD5792,芒市-昆明,JD5166,,B6178,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:40,LUM,2017/7/11 13:40
KA760,香港-昆明,KA761,,BHLB,,R,A330,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 14:20,HKG,2017/7/11 11:50
KL4284,成都-昆明,,,B5796,,D,B738,,,33-计划,CSF,2017/7/11,,PAX,,MU5850,SF,2017/7/11 21:25,CTU,2017/7/11 19:45
KN2381,石家庄-昆明,KN5212,,B1990,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:55,SJW,2017/7/11 6:45
KN5211,南苑-汉中-昆明,KN2382,,B5547,HZG,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:50,NAY,2017/7/11 17:55
KY8204,南京-昆明,KY8219,,B5673,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:00,NKG,2017/7/11 16:00
KY8206,哈尔滨-济南-昆明,,,B5025,TNA,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:10,HRB,2017/7/11 19:55
KY8210,版纳-昆明,,,B7871,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:25,JHG,2017/7/11 22:20
KY8220,深圳-昆明,KY8203,,B5673,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:55,SZX,2017/7/11 8:30
KY8222,重庆-昆明,,,B6495,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:40,CKG,2017/7/11 20:05
KY8232,丽江-昆明,,,B7872,,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:45,LJG,2017/7/11 23:45
KY8234,太原-昆明,,,B5672,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:55,TYN,2017/7/11 20:00
KY8236,杭州-昆明,KY8265,,B2667,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:25,HGH,2017/7/11 12:15
KY8240,青岛-昆明,,,B1507,,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:25,TAO,2017/7/11 20:50
KY8244,普洱-昆明,KY8247,,B2678,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:55,SYM,2017/7/11 19:50
KY8246,芒市-昆明,KY8301,,B5026,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:50,LUM,2017/7/11 16:45
KY8248,芒市-昆明,,,B2678,,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:50,LUM,2017/7/11 23:45
KY8250,丽江-版纳-昆明,,,B7870,JHG,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:40,LJG,2017/7/11 23:35
KY8252,保山-昆明,KY8209,,B7871,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:45,BSD,2017/7/11 9:40
KY8254,西安-昆明,KY8281,,B6493,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:40,XIY,2017/7/11 11:20
KY8256,临沧-昆明,KY8231,,B7872,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:50,LNJ,2017/7/11 10:55
KY8258,郑州-昆明,KY8239,,B1507,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:55,CGO,2017/7/11 12:10
KY8266,杭州-昆明,,,B2667,,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:05,HGH,2017/7/11 20:55
KY8270,丽江-版纳-昆明,KY8077,,B1459,JHG,D,B737,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:10,LJG,2017/7/11 22:55
KY8274,武汉-昆明,KY8221,,B6495,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:55,WUH,2017/7/11 13:40
KY8282,上海-昆明,,,B6493,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:40,PVG,2017/7/11 19:15
KY8284,上海-昆明,KY8307,,B6491,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:15,PVG,2017/7/11 11:55
KY8286,广州-昆明,KY8273,,B6495,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:15,CAN,2017/7/11 6:45
KY8296,南通-重庆-昆明,KY8285,,B6492,CKG,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:55,NTG,2017/7/11 16:20
KY8298,长春-石家庄-昆明,,,B2679,SJW,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:20,CGQ,2017/7/11 20:10
KY8302,惠州-昆明,,,B5026,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:50,HUZ,2017/7/11 21:30
KY8308,南昌-昆明,KY8233,,B1926,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:55,KHN,2017/7/11 9:40
KY8314,腾冲-昆明,KY8269,,B1459,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:50,TCZ,2017/7/11 16:50
KY8316,腾冲-昆明,KY8249,,B7870,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:10,TCZ,2017/7/11 18:05
KY8322,成都-昆明,KY8361,,B5702,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:35,CTU,2017/7/11 10:45
KY8334,大连-西安-昆明,,,B7089,XIY,D,B738,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:10,DLC,2017/7/11 21:45
KY8338,临汾-昆明,,,B1991,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:00,LFQ,2017/7/11 14:00
KY8340,运城-昆明,KY8243,,B2678,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:45,YCU,2017/7/11 11:15
KY8342,南宁-厦门-昆明,,,B2669,XMN,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:00,NNG,2017/7/11 19:15
KY8362,合艾-昆明,,,B5702,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:20,HDY,2017/7/11 18:50
MF5008,厦门-昆明,,,B1886,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,3U8244,SF,2017/7/11 22:05,XMN,2017/7/11 19:15
MF8405,厦门-昆明,MF8406,,B5383,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 10:50,XMN,2017/7/11 8:05
MF8417,厦门-昆明,MF8418,,B5688,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 14:40,XMN,2017/7/11 12:00
MF8427,福州-昆明,MF8428,,B5847,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 11:00,FOC,2017/7/11 8:05
MF8429,厦门-昆明,,,B5152,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 23:45,XMN,2017/7/11 21:00
MF8461,杭州-武汉-昆明,MF8462,,B6889,WUH,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 18:15,HGH,2017/7/11 15:55
MF8475,福州-昆明,MF8476,,B5038,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,3,2017/7/11 19:05,FOC,2017/7/11 15:55
MF8641,泉州-珠海-昆明,MF8642,,B5551,ZUH,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:05,JJN,2017/7/11 17:05
MI916,新加坡-昆明,MI915,,9VMGE,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,1,2017/7/11 18:15,SIN,2017/7/11 14:15
MU2028,台北-昆明,MU5823,,B1792,,R,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:05,TPE,2017/7/11 12:30
MU2030,曼德勒-昆明,MU5833,,B5515,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:50,MDL,2017/7/11 13:15
MU2035,北京-昆明,MU2035,,B6147,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:30,PEK,2017/7/11 7:55
MU2036,达卡-昆明,MU2036,,B6147,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:50,DAC,2017/7/11 16:35
MU2143,太原-昆明,MU5462,,B2682,,D,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:30,TYN,2017/7/11 7:35
MU2177,宁波-昆明,MU2591,,B6333,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:20,NGB,2017/7/11 14:15
MU2181,西安-昆明,MU2182,,B9943,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:10,XIY,2017/7/11 7:50
MU2205,银川-昆明,MU2206,,B1641,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:25,INC,2017/7/11 7:40
MU2207,西安-昆明,MU2208,,B9905,,D,A321,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:10,XIY,2017/7/11 14:45
MU2245,西宁-昆明,MU2246,,B2356,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:15,XNN,2017/7/11 19:50
MU2249,兰州-昆明,MU2250,,B8558,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:30,ZGC,2017/7/11 7:15
MU2264,沈阳-西安-昆明,,,B1908,XIY,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:20,SHE,2017/7/11 21:00
MU2359,西宁-昆明,MU2360,,B2356,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:20,XNN,2017/7/11 7:05
MU2361,西安-昆明,MU2362,,B9903,,D,A325,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:30,XIY,2017/7/11 18:15
MU2493,温州-武汉-昆明,MU2498,,B1515,WUH,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 22:10,WNZ,2017/7/11 19:55
MU2495,成都-昆明,MU2496,,B5501,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:10,CTU,2017/7/11 7:30
MU2497,武汉-昆明,MU2494,,B1515,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:10,WUH,2017/7/11 7:55
MU2562,琅勃-昆明,,,B5054,,I,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:10,LPQ,2017/7/11 16:30
MU2567,广州-昆明,MU2567,,B5515,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:05,CAN,2017/7/11 6:30
MU2568,曼德勒-昆明,MU2568,,B1702,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:00,MDL,2017/7/11 17:30
MU2569,北京-昆明,MU2569,,B7599,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:40,PEK,2017/7/11 8:05
MU2570,清迈-昆明,MU2570,,B1791,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 11:40,CNX,2017/7/11 9:30
MU2576,河内-昆明,,,B5809,,I,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:50,HAN,2017/7/11 17:25
MU2582,岘港-昆明,MU9737,,B5527,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:35,DAD,2017/7/11 16:15
MU2586,胡市-昆明,,,B5267,,I,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:05,SGN,2017/7/11 20:10
MU2587,北京-昆明,MU2587,,B6249,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:35,PEK,2017/7/11 8:55
MU2588,奈比多-昆明,MU2588,,B6249,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:20,NYT,2017/7/11 17:10
MU2590,万象-昆明,MU5757,,B6146,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 12:25,VTE,2017/7/11 10:50
MU2594,清迈-昆明,MU5763,,B7599,,I,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:10,CNX,2017/7/11 17:30
MU2600,金边-昆明,,,B5821,,I,B737,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:00,PNH,2017/7/11 20:05
MU2705,南京-昆明,MU2705,,B6463,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 10:30,NKG,2017/7/11 7:30
MU2706,丽江-昆明,MU2706,,B6463,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:35,LJG,2017/7/11 13:30
MU2715,南京-长沙-昆明,MU2716,,B9970,HHA,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 16:00,NKG,2017/7/11 13:45
MU2725,南京-昆明,MU2786,,B6891,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:30,NKG,2017/7/11 12:25
MU2735,南京-长沙-昆明,MU2736,,B2221,HHA,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 18:30,NKG,2017/7/11 16:25
MU2745,南京-长沙-昆明,MU2746,,B6456,HHA,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:50,NKG,2017/7/11 17:50
MU2755,南京-昆明,MU2755,,B6462,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:10,NKG,2017/7/11 17:05
MU2756,版纳-昆明,MU2756,,B6456,,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 9:40,JHG,2017/7/11 8:40
MU2765,长春-南京-昆明,,,B1655,NKG,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:35,CGQ,2017/7/11 18:35
MU2785,南京-昆明,,,B6803,,D,A320,,,33-计划,REG,2017/7/12,,PAX,,,0,2017/7/12 0:30,NKG,2017/7/11 21:30
MU2975,无锡-昆明,MU2976,,B6757,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:25,WUX,2017/7/11 10:15
MU2985,无锡-重庆-昆明,MU2986,,B6890,CKG,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 19:00,WUX,2017/7/11 17:25
MU2995,无锡-重庆-昆明,,,B6637,CKG,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:10,WUX,2017/7/11 21:30
MU3997,上海-昆明,,,B6395,,D,A320,,,33-计划,CSF,2017/7/11,,PAX,,HO1121,SF,2017/7/11 11:50,SHA,2017/7/11 8:35
MU4115,福州-昆明,,,B5038,,D,B737,,,33-计划,CSF,2017/7/11,,PAX,,MF8475,SF,2017/7/11 19:05,FOC,2017/7/11 15:55
MU5077,合肥-昆明,MU5077,,B6830,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 14:30,HFE,2017/7/11 11:40
MU5078,曼谷-昆明,,,B6830,,I,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 23:20,BKK,2017/7/11 20:50
MU5145,太原-昆明,MU5230,,B1723,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 21:15,TYN,2017/7/11 18:20
MU5229,温州-昆明,MU5146,,B1772,,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 20:20,WNZ,2017/7/11 17:15
MU5292,北京-太原-昆明,MU5299,,B1933,TYN,D,B738,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:05,PEK,2017/7/11 12:10
MU5327,济南-九华山-昆明,MU5328,,B8276,JUH,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 15:15,TNA,2017/7/11 11:35
MU5329,合肥-昆明,MU5330,,B6012,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 17:35,HFE,2017/7/11 15:00
MU5437,上海-南充-昆明,MU5438,,B6459,NAO,D,A319,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:50,PVG,2017/7/11 12:15
MU5449,重庆-昆明,MU5464,,B8973,,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 8:25,CKG,2017/7/11 6:50
MU5453,宁波-武汉-昆明,MU5454,,B2415,WUH,D,A320,,,33-计划,REG,2017/7/11,,PAX,,,0,2017/7/11 13:10,NGB,2017/7/11 10:50
