FLT,VIP,LKF,RFC,ORG,VI1,TOF,REG,ITY,TAR,CAR,ABP,STA,ETA,TDT,ATA,FSA,SDT,OPE,POP,RCP,NAT,FLX,MFF,SST,HDL
"FM9397","","FM9398","上海-长沙-昆明","PVG","HHA","D","B6993","B738","","","","15:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"JD5155","","JD5156","丽江-昆明","LJG","","D","B1622","A320","","","","15:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5465","","MU5532","上海-南昌-昆明","PVG","KHN","D","B1865","A320","","","","15:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5830","Y","MU5781","郑州-昆明","CGO","","D","B1907","B738","","","","15:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3487","","CZ3487","广州-昆明","CAN","","D","B6019","A319","","","","15:08","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8284","","KY8239","上海-昆明","PVG","","D","B7089","B738","","","","15:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5292","","MU5299","北京-太原-昆明","PEK","TYN","D","B1775","B738","","","","15:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5327","","MU5328","济南-九华山-昆明","TNA","JUH","D","B2337","A320","","","","15:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5762","","MU5823","深圳-昆明","SZX","","D","B7592","B738","","","","15:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5936","","MU5983","迪庆-昆明","DIG","","D","B5821","B737","","","","15:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CA4172","Y","CA4173","北京-昆明","PEK","","D","B1852","A320","","","","15:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8236","","KY8265","杭州-昆明","HGH","","D","B2669","B737","","","","15:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5844","","MU5853","成都-昆明","CTU","","D","B5930","A33E","","","","15:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"HO1099","","HO1100","上海-昆明","SHA","","D","B1681","A320","","","","15:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2725","","MU2786","南京-昆明","NKG","","D","B6637","A320","","","","15:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"9C8823","","9C8824","上海-遵义-昆明","SHA","ZYI","D","B9986","A320","","","","15:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5982","","MU5760","保山-昆明","BSD","","D","B5802","B737","","","","15:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5856","","MU5897","成都-昆明","CTU","","D","B5807","B737","","","","15:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ6369","","CZ6369","郑州-昆明","CGO","","D","B2622","B737","","","","15:43","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CA416","","CA416","仰光-昆明","RGN","","I","B6478","A319","","","","15:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"FM9454","","FM9454","版纳-昆明","JHG","","D","B5261","B737","","","","15:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9858","","8L9914","腾冲-昆明","TCZ","","D","B5248","B737","","","","15:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"DR6502","","DR6503","芒市-昆明","LUM","","D","B6109","B737","","","","15:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8246","","KY8231","芒市-昆明","LUM","","D","B7870","B737","","","","15:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8274","","KY8221","武汉-昆明","WUH","","D","B1507","B738","","","","15:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2715","","MU2716","南京-长沙-昆明","NKG","HHA","D","B6756","A320","","","","16:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5760","","MU5813","深圳-昆明","SZX","","D","B7600","B738","","","","16:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8768","","3U8901","温州-南宁-昆明","WNZ","NNG","D","B8331","A320","","","","16:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5802","Y","MU5719","上海-昆明","SHA","","D","B7589","B738","","","","16:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3451","","CZ3451","深圳-昆明","SZX","","D","B2352","A320","","","","16:08","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ3469","","CZ3470","武汉-昆明","WUH","","D","B5113","B738","","","","16:08","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5719","","MU5802","丽江-昆明","LJG","","D","B5820","B737","","","","16:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8818","","","拉萨-丽江-昆明","LXA","LJG","D","B2300","A319","","","","16:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"FM9429","","FM9430","上海-衡阳-昆明","PVG","HNY","D","B6107","B738","","","","16:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3407","","CZ3408","广州-昆明","CAN","","D","B6662","A321","","","","16:28","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CA4176","","CA4460","沈阳-昆明","SHE","","D","B9925","A320","","","","16:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9413","","ZH9414","深圳-昆明","SZX","","D","B5381","B737","","","","16:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6427","","CZ6428","大连-长沙-昆明","DLC","HHA","D","B9958","A320","","","","16:38","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6949","","CZ6950","乌鲁-重庆-昆明","URC","CKG","D","B1953","B738","","","","16:38","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9874","","8L9883","杭州-赣州-昆明","HGH","KOW","D","B8446","A320","","","","16:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5714","Y","MU5771","北京-昆明","PEK","","D","B1789","B738","","","","16:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"ZH9789","","ZH9456","泉州-昆明","JJN","","D","B6615","A320","","","","16:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9956","","8L9975","郑州-昆明","CGO","","D","B6015","B738","","","","16:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"BK2716","","BK2798","南京-昆明","NKG","","D","B6026","B738","","","","16:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"AK101","","AK100","吉隆坡-昆明","KUL","","I","9MAFF","A320","","","","16:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5803","","MU5883","腾冲-昆明","TCZ","","D","B5282","B737","","","","16:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9710","","8L9993","南京-连城-昆明","NKG","LCX","D","B5732","B738","","","","16:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5968","","MU9743","临沧-昆明","LNJ","","D","B5809","B737","","","","17:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5976","","MU5935","芒市-昆明","LUM","","D","B5819","B737","","","","17:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CA1467","","CA1468","天津-昆明","TSN","","D","B5572","B738","","","","17:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"A67106","","A67107","南昌-昆明","KHN","","D","B8285","A321","","","","17:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2207","","MU2208","西安-昆明","XIY","","D","B1813","A321","","","","17:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9596","","8L9597","吉隆坡-昆明","KUL","","I","B7992","B738","","","","17:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"BK2744","","BK2898","版纳-昆明","JHG","","D","B5573","B738","","","","17:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5836","","MU5847","汕头-昆明","SWA","","D","B1703","B738","","","","17:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8514","","3U8668","兰州-重庆-昆明","ZGC","CKG","D","B8329","A320","","","","17:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2177","","MU2178","宁波-昆明","NGB","","D","B6758","A320","","","","17:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9864","","8L9983","徐州-重庆-昆明","XUZ","CKG","D","B6198","A319","","","","17:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8230","","KY8243","腾冲-昆明","TCZ","","D","B1459","B737","","","","17:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5575","Y","MU5576","烟台-郑州-昆明","YNT","CGO","D","B8237","A320","","","","17:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5940","","MU5714","拉萨-迪庆-昆明","LXA","DIG","D","B5816","B737","","","","17:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3449","","CZ3450","广州-昆明","CAN","","D","B5609","B738","","","","17:33","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5329","","MU5330","合肥-昆明","HFE","","D","B1862","A320","","","","17:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"HO1095","","HO1096","上海-毕节-昆明","SHA","BFJ","D","B6735","A320","","","","17:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5771","","MU5748","西昌-昆明","XIC","","D","B5231","B737","","","","17:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9942","","","大理-昆明","DLU","","D","B5810","B737","","","","17:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9960","","8L9955","宁波-安庆-昆明","NGB","AQG","D","B7988","B738","","","","17:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8262","","KY8301","台州-重庆-昆明","HYN","CKG","D","B6491","B738","","","","17:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5645","","MU5645","杭州-昆明","HGH","","D","B2415","A320","","","","17:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"DR6530","","DR6537","呼和-太原-昆明","HET","TYN","D","B1597","B738","","","","17:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8314","","KY8269","腾冲-昆明","TCZ","","D","B2678","B737","","","","17:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5748","","MU5745","天津-昆明","TSN","","D","B8496","A320","","","","17:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"TV9820","","TV9894","芒市-昆明","LUM","","D","B6436","A319","","","","17:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9624","","","杭州-昆明","HGH","","D","B7991","B738","","","","17:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8296","","KY8285","南通-重庆-昆明","NTG","CKG","D","B1926","B738","","","","17:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2185","","MU2186","银川-昆明","INC","","D","B6877","A320","","","","18:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8260","","","南京-昆明","NKG","","D","B1881","A320","","","","18:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"9C8961","","9C8962","上海-黔江-昆明","SHA","JIQ","D","B9965","A320","","","","18:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6159","","CZ6160","北京-昆明","PEK","","D","B6578","A321","","","","18:13","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6799","","CZ6800","上海-昆明","PVG","","D","B8848","A321","","","","18:13","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MF8461","","MF8462","杭州-武汉-昆明","HGH","WUH","D","B6889","B738","","","","18:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9531","","ZH9532","无锡-昆明","WUX","","D","B5773","B738","","","","18:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5990","","MU5915","重庆-昭通-昆明","CKG","ZAT","D","B5271","B737","","","","18:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"EU2722","","EU2225","厦门-柳州-昆明","XMN","LZH","D","B6229","A319","","","","18:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5461","","MU2144","温州-昆明","WNZ","","D","B2682","B737","","","","18:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5874","","MU5929","厦门-宜宾-昆明","XMN","YBP","D","B2503","B737","","","","18:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"HO1019","","HO1020","杭州-大庸-昆明","HGH","DYG","D","B6965","A320","","","","18:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"HU7235","","HU7236","广州-昆明","CAN","","D","B5663","B738","","","","18:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2735","","MU2736","南京-长沙-昆明","NKG","HHA","D","B8498","A320","","","","18:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CA1753","","CA1754","杭州-昆明","HGH","","D","B6745","A320","","","","18:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5715","","","芒市-昆明","LUM","","D","B2502","B737","","","","18:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5944","","MU5724","大理-昆明","DLU","","D","B5245","B737","","","","18:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9648","","8L9987","天津-淮安-昆明","TSN","HIA","D","B8445","A320","","","","18:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2574","","MU2574","万象-昆明","VTE","","I","B1790","B738","","","","18:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5960","","MU5742","临沧-昆明","LNJ","","D","B6142","B737","","","","18:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5984","","MU5744","保山-昆明","BSD","","D","B5821","B737","","","","18:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2036","","MU2036","达卡-昆明","DAC","","I","B6148","B738","","","","18:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2598","","","清莱-昆明","CEI","","I","B1908","B738","","","","18:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5742","","MU5715","广州-昆明","CAN","","D","B6249","B738","","","","18:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"GS7875","","GS7876","天津-西安-昆明","TSN","XIY","D","B6865","A320","","","","18:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2433","","MU2434","青岛-宜昌-昆明","TAO","YIH","D","B2333","A319","","","","18:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2985","","MU2986","无锡-重庆-昆明","WUX","CKG","D","B1635","A320","","","","18:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ6415","","CZ6416","沈阳-西安-昆明","SHE","XIY","D","B9931","A320","","","","18:58","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"3U8670","","3U8823","石家庄-成都-昆明","SJW","CTU","D","B6325","A320","","","","19:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8204","","KY8219","南京-昆明","NKG","","D","B5673","B738","","","","19:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2568","","MU2568","曼德勒-昆明","MDL","","I","B5701","B738","","","","19:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MF8475","","MF8642","福州-昆明","FOC","","D","B5152","B738","","","","19:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MF8641","","MF8476","泉州-珠海-昆明","JJN","ZUH","D","B5435","B738","","","","19:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ3488","","CZ3488","丽江-昆明","LJG","","D","B6019","A319","","","","19:08","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"HU7111","","HU7112","北京-昆明","PEK","","D","B5502","B738","","","","19:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8316","","KY8249","腾冲-昆明","TCZ","","D","B7872","B737","","","","19:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2594","","","清迈-昆明","CNX","","I","B6143","B738","","","","19:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CA1401","","CA1402","天津-昆明","TSN","","D","B1418","B738","","","","19:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5763","","MU5803","大理-昆明","DLU","","D","B5270","B737","","","","19:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU9737","","MU5712","芒市-昆明","LUM","","D","B5295","B737","","","","19:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CA1937","","CA1938","上海-昆明","PVG","","D","B6918","A320","","","","19:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU742","","","曼谷-昆明","BKK","","I","B5527","B738","","","","19:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"NS3269","","NS3270","石家庄-昆明","SJW","","D","B5212","B737","","","","19:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6561","","CZ6562","义乌-昆明","YIW","","D","B5155","B738","","","","19:23","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU216","","","温哥华-南京-昆明","YVR","NKG","M","B8226","A33H","","","","19:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5471","","MU5472","济南-重庆-昆明","TNA","CKG","D","B2207","A320","","","","19:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5744","","","广州-昆明","CAN","","D","B1791","B738","","","","19:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5988","","MU5920","保山-昆明","BSD","","D","B6141","B737","","","","19:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"DR6504","","DR6579","芒市-昆明","LUM","","D","B6109","B737","","","","19:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5718","","MU5812","普洱-昆明","SYM","","D","B5807","B737","","","","19:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2032","","","仰光-昆明","RGN","","I","B5515","B738","","","","19:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5758","","MU5718","深圳-昆明","SZX","","D","B7590","B738","","","","19:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU734","","MU5734","香港-昆明","HKG","","R","B5265","B737","","","","19:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"8L9888","","","上海-宜春-昆明","SHA","YIC","D","B6800","B738","","","","19:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5724","","MU9737","西安-昆明","XIY","","D","B7170","B738","","","","19:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5812","","MU5855","上海-昆明","SHA","","D","B7591","B738","","","","19:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3863","","CZ3864","汕头-南宁-昆明","SWA","NNG","D","B5746","B738","","","","19:53","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6370","","CZ6370","版纳-昆明","JHG","","D","B2622","B737","","","","19:53","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KN5211","","KN2382","南苑-汉中-昆明","NAY","HZG","D","B1753","B738","","","","19:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2004","","","首尔-昆明","ICN","","I","B6149","B738","","","","19:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2755","","MU2755","南京-昆明","NKG","","D","B6462","A319","","","","19:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5712","","MU5656","北京-昆明","PEK","","D","B6870","A320","","","","19:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ6597","","CZ6598","三亚-昆明","SYX","","D","B8639","A321","","","","19:58","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5952","","MU5706","腾冲-昆明","TCZ","","D","B5820","B737","","","","20:00","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU2012","","","仰光-南宁-昆明","RGN","NNG","M","B1792","B738","","","","20:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"SC4737","","SC4738","青岛-昆明","TAO","","D","B1746","B738","","","","20:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ3452","","CZ3452","丽江-昆明","LJG","","D","B2352","A320","","","","20:08","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5734","","","广州-昆明","CAN","","D","B5225","B737","","","","20:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5800","","","大连-洛阳-昆明","DLC","LYA","D","B5242","B737","","","","20:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5229","","MU5146","温州-昆明","WNZ","","D","B1981","B738","","","","20:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5818","","MU5733","上海-兴义-昆明","SHA","ACX","D","B5647","B738","","","","20:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5926","","","丽江-昆明","LJG","","D","B5267","B737","","","","20:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ3467","","CZ3468","长沙-昆明","HHA","","D","B6287","A320","","","","20:23","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ3747","","CZ3748","珠海-昆明","ZUH","","D","B5740","B738","","","","20:28","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9656","","","哈尔滨-忻州-昆明","HRB","WUT","D","B7167","B738","","","","20:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2361","","MU2362","西安-昆明","XIY","","D","B9907","A320","","","","20:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5463","","MU5450","上海-合肥-昆明","PVG","HFE","D","B8391","A320","","","","20:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"CZ6977","","CZ6978","武汉-昆明","WUH","","D","B5070","B737","","","","20:43","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5850","","MU5763","成都-昆明","CTU","","D","B6146","B738","","","","20:45","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8222","","","福州-南宁-昆明","FOC","NNG","D","B1665","A320","","","","20:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9913","","","版纳-昆明","JHG","","D","B5248","B737","","","","20:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"OQ2357","","OQ2358","重庆-昆明","CKG","","D","B2345","A320","","","","20:53","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8244","","KY8247","普洱-昆明","SYM","","D","B1459","B737","","","","20:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ3489","","CZ3490","广州-昆明","CAN","","D","B6342","A321","","","","20:58","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6601","","CZ6602","郑州-昆明","CGO","","D","B2916","B737","","","","20:58","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"CZ6923","","CZ6924","深圳-昆明","SZX","","D","B6913","A321","","","","21:03","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5093","","MU5093","兰州-昆明","ZGC","","D","B6371","A320","","","","21:05","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"3U8930","","3U8662","沈阳-长沙-昆明","SHE","HHA","D","B6956","A320","","","","21:10","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5617","","MU5618","南昌-昆明","KHN","","D","B1613","A320","","","","21:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU9732","","MU9732","拉萨-昆明","LXA","","D","B5815","B737","","","","21:15","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"FU6509","","FU6510","福州-昆明","FOC","","D","B7395","B737","","","","21:20","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU5738","","","广州-昆明","CAN","","D","B5796","B738","","","","21:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU5898","","MU5911","普洱-昆明","SYM","","D","B5816","B737","","","","21:25","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU9714","","","武汉-宜宾-昆明","WUH","YBP","D","B2640","B737","","","","21:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"SC4719","","SC4720","重庆-昆明","CKG","","D","B5725","B738","","","","21:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"ZH9455","","","广州-昆明","CAN","","D","B9909","A322","","","","21:30","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"MU2765","","","长春-南京-昆明","CGQ","NKG","D","B6893","A320","","","","21:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"MU768","","","旧金山-青岛-昆明","SFO","TAO","M","B5902","A33E","","","","21:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","CES"
"HU7089","","HU7090","海口-昆明","HAK","","D","B5136","B738","","","","21:35","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"3U8902","","3U8527","珠海-昆明","ZUH","","D","B8331","A320","","","","21:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"DR6506","","DR6511","芒市-昆明","LUM","","D","B5830","B737","","","","21:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"KY8222","","","重庆-昆明","CKG","","D","B1507","B738","","","","21:40","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"3U8848","","","哈尔滨-郑州-昆明","HRB","CGO","D","B6719","A320","","","","21:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"GS7661","","GS7662","西安-昆明","XIY","","D","B1619","A320","","","","21:50","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
"8L9690","","8L9945","合肥-昆明","HFE","","D","B6221","A319","","12","","21:55","","","","33-计划","2017/6/28","REG","REG","","PAX","","","00","YAG"
