FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"3U8824","B8500","","","A320","","南昌-昆明","KHN","","D","2017/7/7 23:05","","1:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9992","B6809","","","B738","","乌鲁-兰州-昆明","URC","ZGC","D","2017/7/7 23:10","","1:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5814","B6928","","","A320","","上海-昆明","SHA","","D","2017/7/7 22:00","","1:20","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"MU5848","B6890","","","A320","","成都-昆明","CTU","","D","2017/7/7 23:45","","1:25","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"3U8108","B1887","","","A320","","青岛-常州-昆明","TAO","CZX","D","2017/7/7 22:35","","1:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"3U8968","B6453","","","A319","","大连-重庆-昆明","DLC","CKG","D","2017/7/7 23:55","","1:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9946","B5806","","","B737","","成都-昆明","CTU","","D","2017/7/7 23:50","","1:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"MU5720","B7599","","","B738","","北京-昆明","PEK","","D","2017/7/7 21:55","","1:30","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","CES"
"8L9986","B8732","","","A320","","呼和-太原-昆明","HET","TYN","D","2017/7/7 22:45","","1:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"DR6512","B5830","","","B737","","版纳-昆明","JHG","","D","2017/7/8 0:30","","1:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"DR6560","B1593","","","B738","","大连-太原-昆明","DLC","TYN","D","2017/7/7 22:40","","1:35","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9678","B8445","","","A320","","芽庄-昆明","CXR","","I","2017/7/7 23:00","","1:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9870","B7993","","","B738","","青岛-武汉-昆明","TAO","WUH","D","2017/7/7 23:25","","1:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9913","B6198","","","A319","","版纳-昆明","JHG","","D","2017/7/8 0:40","","1:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"DR6562","B7867","","","B738","","沈阳-青岛-昆明","SHE","TAO","D","2017/7/7 22:05","","1:40","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"UL828","","","","A332","UL829","科伦坡-昆明","CMB","","I","2017/7/7 21:20","","1:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"3U8228","B6388","","","A320","","长春-南京-昆明","CGQ","NKG","D","2017/7/7 22:55","","1:50","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
"8L9690","B7990","","","B738","","合肥-昆明","HFE","","D","2017/7/7 23:20","","1:55","","","33-计划","","2017/7/8","","REG","REG","","PAX","","","00","YAG"
