FLT,REG,VIP,TAR,ITY,LKF,RFC,ORG,VI1,TOF,STP,ABP,STA,ETA,TDT,FSA,ATA,SDT,RCP,OPE,POP,CAR,NAT,FLX,MFF,SST,HDL
"MU5077","B6801","","","A320","MU5077","合肥-昆明","HFE","","D","2017/7/4 11:40","","14:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2706","B6456","","","A319","MU2706","丽江-昆明","LJG","","D","2017/7/4 13:30","","14:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6403","B6817","","","A320","CZ6404","沈阳-重庆-昆明","SHE","CKG","D","2017/7/4 13:05","","14:38","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9866","B6015","","","B738","8L9855","济南-昆明","TNA","","D","2017/7/4 11:30","","14:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"JD5792","B6181","","","A319","JD5166","芒市-昆明","LUM","","D","2017/7/4 13:40","","14:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MF8417","B5308","","","B738","MF8418","厦门-昆明","XMN","","D","2017/7/4 12:00","","14:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6269","B6276","","","A320","CZ6270","哈尔滨-西安-昆明","HRB","XIY","D","2017/7/4 12:30","","14:43","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9948","B7990","","","B738","8L9979","成都-昆明","CTU","","D","2017/7/4 13:10","","14:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6459","B6945","","","A322","CZ6460","长春-重庆-昆明","CGQ","CKG","D","2017/7/4 13:20","","14:48","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"FM9397","B6108","","","B738","FM9398","上海-长沙-昆明","PVG","HHA","D","2017/7/4 12:50","","14:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2030","B5647","","","B738","","曼德勒-昆明","MDL","","I","2017/7/4 13:15","","14:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"DR6580","B5811","","","B737","DR6523","芒市-昆明","LUM","","D","2017/7/4 13:50","","14:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8258","B7873","","","B738","KY8307","郑州-昆明","CGO","","D","2017/7/4 12:10","","14:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5505","B8572","","","A325","MU5588","上海-福州-昆明","PVG","FOC","D","2017/7/4 11:50","","14:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5830","B8855","","","A320","MU5813","郑州-昆明","CGO","","D","2017/7/4 12:20","","15:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"JD5155","B1622","","","A320","JD5156","丽江-昆明","LJG","","D","2017/7/4 14:05","","15:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5292","B1723","","","B738","MU5299","北京-太原-昆明","PEK","TYN","D","2017/7/4 12:10","","15:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5465","B1611","","","A320","MU5532","上海-南昌-昆明","PVG","KHN","D","2017/7/4 12:40","","15:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3487","B6242","","","A319","CZ3487","广州-昆明","CAN","","D","2017/7/4 12:35","","15:08","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9934","B5248","","","B737","8L9931","腾冲-昆明","TCZ","","D","2017/7/4 14:05","","15:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8284","B5702","","","B738","KY8239","上海-昆明","PVG","","D","2017/7/4 11:55","","15:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5327","B6003","","","A320","MU5328","济南-九华山-昆明","TNA","JUH","D","2017/7/4 11:35","","15:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5936","B5816","","","B737","MU5935","迪庆-昆明","DIG","","D","2017/7/4 14:15","","15:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CA4172","B8490","","","A320","CA4173","北京-昆明","PEK","","D","2017/7/4 11:50","","15:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8236","B2667","","","B737","KY8265","杭州-昆明","HGH","","D","2017/7/4 12:15","","15:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5844","B5527","","","B738","MU5849","成都-昆明","CTU","","D","2017/7/4 13:50","","15:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"HO1099","B6768","","","A320","HO1100","上海-昆明","SHA","","D","2017/7/4 12:00","","15:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2725","B2410","","","A320","MU2786","南京-昆明","NKG","","D","2017/7/4 12:25","","15:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8818","B6449","","","A319","3U8619","拉萨-丽江-昆明","LXA","LJG","D","2017/7/4 14:40","","15:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"9C8823","B6705","","","A320","9C8824","上海-遵义-昆明","SHA","ZYI","D","2017/7/4 14:15","","15:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5982","B5276","","","B737","MU5724","保山-昆明","BSD","","D","2017/7/4 14:35","","15:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9698","B8445","","","A320","8L9889","普吉-昆明","HKT","","I","2017/7/4 12:40","","15:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5856","B5820","","","B737","MU5897","成都-昆明","CTU","","D","2017/7/4 14:05","","15:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU7183","B5258","","","B737","MU2144","北京-昆明","PEK","","D","2017/7/4 12:00","","15:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6369","B2169","","","B737","CZ6369","郑州-昆明","CGO","","D","2017/7/4 13:00","","15:43","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA416","B6468","","","A319","CA416","仰光-昆明","RGN","","I","2017/7/4 13:45","","15:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"FM9454","B5261","","","B737","FM9454","版纳-昆明","JHG","","D","2017/7/4 14:45","","15:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"DR6502","B7088","","","B737","DR6505","芒市-昆明","LUM","","D","2017/7/4 14:55","","15:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8274","B6493","","","B738","KY8221","武汉-昆明","WUH","","D","2017/7/4 13:40","","15:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9453","B6550","","","A320","","广州-昆明","CAN","","D","2017/7/4 13:20","","15:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2715","B2221","","","A320","MU2716","南京-长沙-昆明","NKG","HHA","D","2017/7/4 13:45","","16:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5760","B7591","","","B738","","深圳-昆明","SZX","","D","2017/7/4 13:20","","16:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8768","B6322","","","A320","","温州-南宁-昆明","WNZ","NNG","D","2017/7/4 14:40","","16:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2028","B1791","","","B738","MU5823","台北-昆明","TPE","","R","2017/7/4 12:30","","16:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5802","B7599","","","B738","MU5719","上海-昆明","SHA","","D","2017/7/4 12:35","","16:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3451","B2367","","","A320","CZ3451","深圳-昆明","SZX","","D","2017/7/4 13:45","","16:08","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ3469","B5445","","","B738","CZ3470","武汉-昆明","WUH","","D","2017/7/4 13:50","","16:08","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"UW9942","B2330","","","A306","UW9937","达卡-昆明","DAC","","I","2017/7/4 14:10","","16:10","","","33-计划","","2017/7/4","","REG","REG","","CGO","","","00","YAG"
"MU5719","B5295","","","B737","MU5883","丽江-昆明","LJG","","D","2017/7/4 15:15","","16:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9686","B6198","","","A319","8L9971","郑州-凯里-昆明","CGO","KJH","D","2017/7/4 15:05","","16:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"FM9429","B1741","","","B738","FM9430","上海-衡阳-昆明","PVG","HNY","D","2017/7/4 14:20","","16:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9966","B5971","","","A333","","三亚-昆明","SYX","","D","2017/7/4 14:20","","16:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5547","B6001","","","A320","MU5548","杭州-景德镇-昆明","HGH","JDZ","D","2017/7/4 13:55","","16:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3407","B6662","Y","","A321","CZ3408","广州-昆明","CAN","","D","2017/7/4 13:55","","16:28","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9546","B2677","","","B738","8L9689","大同-太原-昆明","DAT","TYN","D","2017/7/4 13:35","","16:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA4176","B6822","","","A320","CA4460","沈阳-昆明","SHE","","D","2017/7/4 12:10","","16:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9413","B5775","","","B738","ZH9414","深圳-昆明","SZX","","D","2017/7/4 14:05","","16:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ3495","B2916","","","B737","CZ3496","郑州-昆明","CGO","","D","2017/7/4 13:55","","16:33","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5806","B5701","","","B738","MU5853","上海-昆明","SHA","","D","2017/7/4 13:15","","16:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6293","B9916","","","A320","CZ6294","大连-太原-昆明","DLC","TYN","D","2017/7/4 13:50","","16:38","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6949","B1953","","","B738","CZ6950","乌鲁-重庆-昆明","URC","CKG","D","2017/7/4 15:05","","16:38","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9874","B7988","","","B738","8L9955","杭州-赣州-昆明","HGH","KOW","D","2017/7/4 14:25","","16:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5714","B7600","","","B738","MU5771","北京-昆明","PEK","","D","2017/7/4 13:10","","16:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"ZH9789","B8633","","","A322","","泉州-昆明","JJN","","D","2017/7/4 14:05","","16:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9956","B1586","","","B738","8L9983","郑州-昆明","CGO","","D","2017/7/4 14:05","","16:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"9C8729","B6862","","","A320","9C8730","扬州泰州-昆明","YTY","","D","2017/7/4 14:05","","16:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"AK101","9MAFF","","","A320","AK100","吉隆坡-昆明","KUL","","I","2017/7/4 13:00","","16:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"BK2846","B1732","","","B738","BK2798","合肥-昆明","HFE","","D","2017/7/4 14:10","","16:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8338","B5672","","","B738","","临汾-昆明","LFQ","","D","2017/7/4 14:00","","17:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5968","B2640","","","B737","MU5714","临沧-昆明","LNJ","","D","2017/7/4 15:55","","17:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5803","B5263","","","B737","MU5802","腾冲-昆明","TCZ","","D","2017/7/4 15:55","","17:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"A67106","B8285","","","A321","A67107","南昌-昆明","KHN","","D","2017/7/4 14:45","","17:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2207","B1812","","","A325","MU2208","西安-昆明","XIY","","D","2017/7/4 14:45","","17:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"BK2744","B5562","","","B738","BK2898","版纳-昆明","JHG","","D","2017/7/4 16:15","","17:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"3U8514","B6778","","","A320","3U8668","兰州-重庆-昆明","ZGC","CKG","D","2017/7/4 15:45","","17:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9864","B6947","","","A320","8L9987","徐州-重庆-昆明","XUZ","CKG","D","2017/7/4 15:50","","17:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2177","B6333","","","A320","MU2591","宁波-昆明","NGB","","D","2017/7/4 14:15","","17:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU784","B6146","","","B738","MU5715","万象-南宁-昆明","VTE","NNG","M","2017/7/4 16:00","","17:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5575","B2338","","","A320","MU5576","烟台-郑州-昆明","YNT","CGO","D","2017/7/4 14:30","","17:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5940","B5819","","","B737","MU5920","拉萨-迪庆-昆明","LXA","DIG","D","2017/7/4 16:20","","17:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"DR5316","B5830","","","B737","","天津-长治-昆明","TSN","CIH","D","2017/7/4 14:40","","17:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5645","B6880","","","A320","MU5645","杭州-昆明","HGH","","D","2017/7/4 14:35","","17:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KY8246","B5026","","","B737","KY8301","芒市-昆明","LUM","","D","2017/7/4 16:45","","17:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8314","B1459","","","B737","KY8269","腾冲-昆明","TCZ","","D","2017/7/4 16:50","","17:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"TV9820","B6467","","","A319","TV9894","芒市-昆明","LUM","","D","2017/7/4 16:45","","17:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8296","B6492","","","B738","","南通-重庆-昆明","NTG","CKG","D","2017/7/4 16:20","","17:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5748","B7589","","","B738","MU5745","天津-昆明","TSN","","D","2017/7/4 14:25","","18:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5771","B5259","","","B737","MU5969","西昌-昆明","XIC","","D","2017/7/4 17:05","","18:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5964","B5225","","","B737","MU5803","临沧-昆明","LNJ","","D","2017/7/4 17:05","","18:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9624","B7991","","","B738","8L9993","杭州-昆明","HGH","","D","2017/7/4 14:45","","18:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2562","B5271","","","B737","","琅勃-昆明","LPQ","","I","2017/7/4 16:30","","18:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU7182","B5795","","","B738","","北京-昆明","PEK","","D","2017/7/4 14:25","","18:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6159","B6111","","","A333","CZ6160","北京-昆明","PEK","","D","2017/7/4 14:50","","18:13","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6799","B8849","","","A321","CZ6800","上海-昆明","PVG","","D","2017/7/4 14:50","","18:13","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"G52627","B3231","","","CRJ9","G52628","大连-南阳-昆明","DLC","NNY","D","2017/7/4 15:45","","18:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MF8461","B6887","","","B738","MF8462","杭州-武汉-昆明","HGH","WUH","D","2017/7/4 15:55","","18:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MI916","9VMGE","","","B738","MI915","新加坡-昆明","SIN","","I","2017/7/4 14:15","","18:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"ZH9531","B5773","","","B738","ZH9532","无锡-昆明","WUX","","D","2017/7/4 15:10","","18:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9648","B1825","","","A320","8L9555","天津-淮安-昆明","TSN","HIA","D","2017/7/4 15:15","","18:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5990","B5815","","","B737","MU5911","重庆-昭通-昆明","CKG","ZAT","D","2017/7/4 17:30","","18:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"EU2722","B6163","","","A319","EU2225","厦门-柳州-昆明","XMN","LZH","D","2017/7/4 16:55","","18:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5461","B2682","","","B737","MU7184","温州-昆明","WNZ","","D","2017/7/4 15:20","","18:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2735","B6759","","","A320","MU2736","南京-长沙-昆明","NKG","HHA","D","2017/7/4 16:25","","18:30","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"9C8829","B6612","","","A320","9C8830","上海-常德-昆明","SHA","CGD","D","2017/7/4 16:30","","18:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA1753","B6033","","","A319","CA1754","杭州-昆明","HGH","","D","2017/7/4 15:25","","18:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2582","B1788","","","B738","","岘港-昆明","DAD","","I","2017/7/4 16:15","","18:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5715","B5282","","","B737","MU5748","芒市-昆明","LUM","","D","2017/7/4 17:35","","18:35","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5944","B5267","","","B737","","大理-昆明","DLU","","D","2017/7/4 17:50","","18:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"3U8670","B6956","","","A320","3U8823","石家庄-成都-昆明","SJW","CTU","D","2017/7/4 17:10","","18:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"HO1017","B6395","","","A320","HO1018","上海-大庸-昆明","PVG","DYG","D","2017/7/4 16:40","","18:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2036","B1792","","","B738","MU2036","达卡-昆明","DAC","","I","2017/7/4 16:35","","18:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2576","B5807","","","B737","MU5742","河内-昆明","HAN","","I","2017/7/4 17:25","","18:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5742","B6147","","","B738","MU5847","广州-昆明","CAN","","D","2017/7/4 16:20","","18:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5960","B2502","","","B737","MU5929","临沧-昆明","LNJ","","D","2017/7/4 17:55","","18:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"HO1047","B6640","","","A320","HO1048","杭州-毕节-昆明","HGH","BFJ","D","2017/7/4 17:45","","18:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5832","B5265","","","B737","","郑州-昆明","CGO","","D","2017/7/4 16:00","","18:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6415","B6783","","","A320","CZ6416","沈阳-西安-昆明","SHE","XIY","D","2017/7/4 16:50","","18:58","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8204","B5673","","","B738","KY8219","南京-昆明","NKG","","D","2017/7/4 16:00","","19:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2985","B1636","","","A320","MU2986","无锡-重庆-昆明","WUX","CKG","D","2017/7/4 17:25","","19:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2568","B6145","","","B738","MU2568","曼德勒-昆明","MDL","","I","2017/7/4 17:30","","19:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MF8475","B5319","","","B738","MF8642","福州-昆明","FOC","","D","2017/7/4 15:55","","19:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MF8641","B5382","","","B738","MF8476","泉州-珠海-昆明","JJN","ZUH","D","2017/7/4 17:05","","19:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5479","B2333","","","A319","MU5480","青岛-武汉-昆明","TAO","WUH","D","2017/7/4 16:55","","19:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3488","B6242","","","A319","CZ3488","丽江-昆明","LJG","","D","2017/7/4 18:05","","19:08","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"HU7111","B7379","","","B738","HU7112","北京-昆明","PEK","","D","2017/7/4 15:40","","19:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"KY8316","B7871","","","B737","KY8249","腾冲-昆明","TCZ","","D","2017/7/4 18:05","","19:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2594","B6148","","","B738","","清迈-昆明","CNX","","I","2017/7/4 17:30","","19:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"8L9638","B6221","","","A319","","苏梅岛-昆明","USM","","I","2017/7/4 16:40","","19:10","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CA1401","B5525","Y","","B738","CA1402","天津-昆明","TSN","","D","2017/7/4 15:40","","19:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5763","B6141","","","B737","MU5812","大理-昆明","DLU","","D","2017/7/4 18:15","","19:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU9737","B5054","","","B737","MU5712","芒市-昆明","LUM","","D","2017/7/4 18:05","","19:15","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CA1937","B9922","","","A320","CA1938","上海-昆明","PVG","","D","2017/7/4 16:00","","19:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5870","B2503","","","B737","","青岛-宜宾-昆明","TAO","YBP","D","2017/7/4 18:15","","19:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU742","B1908","","","B738","MU5733","曼谷-昆明","BKK","","I","2017/7/4 16:45","","19:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"NS3269","B5215","","","B737","NS3270","石家庄-昆明","SJW","","D","2017/7/4 16:15","","19:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2588","B1790","","","B738","MU2588","奈比多-昆明","NYT","","I","2017/7/4 17:10","","19:20","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"9C8595","B6706","","","A320","9C8596","沈阳-绵阳-昆明","SHE","MIG","D","2017/7/4 17:55","","19:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5471","B6373","","","A320","MU5472","济南-重庆-昆明","TNA","CKG","D","2017/7/4 17:50","","19:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5744","B5293","","","B737","MU5744","广州-昆明","CAN","","D","2017/7/4 16:55","","19:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"HO1095","B6572","","","A320","HO1096","上海-毕节-昆明","PVG","BFJ","D","2017/7/4 18:25","","19:25","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"DR6504","B6109","","","B737","DR6579","芒市-昆明","LUM","","D","2017/7/4 18:40","","19:40","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU2032","B1907","","","B738","MU9737","仰光-昆明","RGN","","I","2017/7/4 17:25","","19:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5758","B1789","","","B738","MU5718","深圳-昆明","SZX","","D","2017/7/4 17:20","","19:45","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"KN5211","B1750","","","B738","KN2382","南苑-汉中-昆明","NAY","HZG","D","2017/7/4 17:55","","19:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU2745","B6463","","","A319","MU2746","南京-长沙-昆明","NKG","HHA","D","2017/7/4 17:50","","19:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5724","B5255","","","B737","","西安-昆明","XIY","","D","2017/7/4 17:35","","19:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5812","B1703","","","B738","MU5763","上海-昆明","SHA","","D","2017/7/4 16:30","","19:50","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ3863","B5742","","","B738","CZ3864","汕头-南宁-昆明","SWA","NNG","D","2017/7/4 18:35","","19:53","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"CZ6370","B2169","","","B737","CZ6370","版纳-昆明","JHG","","D","2017/7/4 18:55","","19:53","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5712","B6335","","","A320","MU5656","北京-昆明","PEK","","D","2017/7/4 16:20","","19:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5718","B5820","","","B737","MU5915","普洱-昆明","SYM","","D","2017/7/4 18:50","","19:55","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CZ6597","B8640","","","A321","CZ6598","三亚-昆明","SYX","","D","2017/7/4 17:50","","19:58","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"8L9888","B1587","","","B738","","上海-宜春-昆明","SHA","YIC","D","2017/7/4 17:50","","20:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"MU5800","B6639","","","A320","MU5855","大连-洛阳-昆明","DLC","LYA","D","2017/7/4 17:40","","20:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"MU5952","B5263","","","B737","MU5909","腾冲-昆明","TCZ","","D","2017/7/4 18:55","","20:00","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","CES"
"CA1987","B6731","","","A320","CA1988","温州-昆明","WNZ","","D","2017/7/4 16:50","","20:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
"SC4737","B1506","","","B738","SC4738","青岛-昆明","TAO","","D","2017/7/4 16:30","","20:05","","","33-计划","","2017/7/4","","REG","REG","","PAX","","","00","YAG"
