FLT,VIP,LKF,RFC,VI1,TOF,REG,ITY,TAR,GAT,POP,FSA,OPE,STD,ABT,RCP,NAT,FLX,MFF,SST,DES,CID,MP1,ETD,ATD,EAN,CLA
CZ3496,,CZ3495,昆明-郑州,,D,B5675,B738,,,REG,33-计划,REG,2017/6/25 17:40,,,PAX,,,00,CGO,D01-E10,A,,,2017/6/25 19:50,正班
MU5883,,MU5719,昆明-湛江,,D,B5271,B737,,,REG,33-计划,REG,2017/6/25 17:40,,,PAX,,,00,ZHA,E11-H20,F,,,2017/6/25 19:11,正班
CZ6428,,CZ6427,昆明-长沙-大连,HHA,D,B1651,A320,,,REG,33-计划,REG,2017/6/25 17:45,,,PAX,,,00,DLC,D01-E10,C,,,2017/6/25 19:19,正班
CZ6950,,CZ6949,昆明-重庆-乌鲁,CKG,D,B5762,B738,,,REG,33-计划,REG,2017/6/25 17:45,,,PAX,,,00,URC,D01-E10,B,,,2017/6/25 18:57,正班
8L9675,,8L9988,昆明-富国岛,,I,B8445,A320,,,REG,33-计划,REG,2017/6/25 17:50,,,PAX,,,00,PQC,J16-J18,H,,,2017/6/25 20:18,正班
8L9883,,8L9956,昆明-南京,,D,B5409,B738,,,REG,33-计划,REG,2017/6/25 17:55,,,PAX,,,00,NKG,A01-C10,C,,,2017/6/25 20:13,正班
AK100,,AK101,昆明-吉隆坡,,I,9MAFF,A320,,,REG,33-计划,REG,2017/6/25 17:55,,,PAX,,,00,KUL,J11-J14,H,,,,正班
8L9914,,8L9858,昆明-版纳,,D,B5272,B737,,,REG,33-计划,REG,2017/6/25 18:00,,,PAX,,,00,JHG,A01-C10,B,,,2017/6/25 18:46,正班
MU5853,,MU5844,昆明-成都,,D,B5515,B738,,,REG,33-计划,REG,2017/6/25 18:00,,,PAX,,,00,CTU,E11-H20,E,,,2017/6/25 19:09,正班
CA1482,,CA1481,昆明-运城-天津,YCU,D,B5849,B738,,,REG,33-计划,REG,2017/6/25 18:05,,,PAX,,,00,TSN,D01-E10,A,,,2017/6/25 20:04,正班
GJ8838,,GJ8837,昆明-珠海-杭州,ZUH,D,B8147,A320,,,REG,33-计划,REG,2017/6/25 18:05,,,PAX,,,00,HGH,D01-E10,A,,,2017/6/25 19:52,正班
MU5935,,MU5936,昆明-迪庆,,D,B5816,B737,,,REG,33-计划,REG,2017/6/25 18:05,,,PAX,,,00,DIG,E11-H20,E,,,2017/6/25 19:06,正班
BK2798,,BK2716,昆明-长沙,,D,B5181,B738,,,REG,33-计划,REG,2017/6/25 18:10,,,PAX,,,00,HHA,D01-E10,B,,,2017/6/25 19:46,正班
MU2208,,MU2207,昆明-西安,,D,B9905,A321,,,REG,33-计划,REG,2017/6/25 18:10,,,PAX,,,00,XIY,E11-H20,E,,,2017/6/25 19:59,正班
KY8243,,KY8230,昆明-普洱,,D,B2678,B737,,,REG,33-计划,REG,2017/6/25 18:15,,,PAX,,,00,SYM,D01-E10,B,,,2017/6/25 18:59,正班
3U8668,,3U8514,昆明-成都,,D,B8325,A320,,,REG,33-计划,REG,2017/6/25 18:20,,,PAX,,,00,CTU,C16-C20,A,,,2017/6/25 19:24,正班
BK2898,,BK2744,昆明-天津,,D,B5843,B738,,,REG,33-计划,REG,2017/6/25 18:20,,,PAX,,,00,TSN,D01-E10,C,,,2017/6/25 21:14,正班
A67107,,A67106,昆明-郑州,,D,B8318,A321,,,REG,33-计划,REG,2017/6/25 18:25,,,PAX,,,00,CGO,D01-E10,A,,,2017/6/25 20:39,正班
MU2178,,MU2177,昆明-宁波,,D,B8570,A325,,,REG,33-计划,REG,2017/6/25 18:25,,,PAX,,,00,NGB,E11-H20,E,,,2017/6/25 20:55,正班
MU5576,,MU5575,昆明-郑州-烟台,CGO,D,B8392,A320,,,REG,33-计划,REG,2017/6/25 18:25,,,PAX,,,00,YNT,E11-H20,E,,,2017/6/25 20:40,正班
DR6505,,DR6502,昆明-芒市,,D,B5830,B737,,,REG,33-计划,REG,2017/6/25 18:30,,,PAX,,,00,LUM,D01-E10,C,,,2017/6/25 19:21,正班
MU5714,,MU5976,昆明-普洱,,D,B2502,B737,,,REG,33-计划,REG,2017/6/25 18:35,,,PAX,,,00,SYM,E11-H20,E,,,2017/6/25 19:19,正班
MU9743,,MU5803,昆明-昭通-北京,ZAT,D,B5276,B737,,,REG,33-计划,REG,2017/6/25 18:35,,,PAX,,,00,PEK,E11-H20,F,,,2017/6/25 19:10,正班
KY8301,,KY8246,昆明-惠州,,D,B5026,B737,,,REG,33-计划,REG,2017/6/25 18:40,,,PAX,,,00,HUZ,D01-E10,B,,,2017/6/25 20:28,正班
MU5330,,MU5329,昆明-合肥,,D,B6601,A320,,,REG,33-计划,REG,2017/6/25 18:40,,,PAX,,,00,HFE,E11-H20,F,,,2017/6/25 20:50,正班
8L9971,,8L9942,昆明-海口,,D,B6221,A319,,,REG,33-计划,REG,2017/6/25 18:45,,,PAX,,,00,HAK,A01-C10,C,,,2017/6/25 20:15,正班
CZ3450,,CZ3449,昆明-广州,,D,B5699,B738,,,REG,33-计划,REG,2017/6/25 18:45,,,PAX,,,00,CAN,D01-E10,A,,,2017/6/25 20:22,正班
8L9975,,8L9948,昆明-广州,,D,B1587,B738,,,REG,33-计划,REG,2017/6/25 18:50,,,PAX,,,00,CAN,A01-C10,B,,,2017/6/25 20:28,正班
MU5771,,MU5714,昆明-广州,,D,B7589,B738,,,REG,33-计划,REG,2017/6/25 18:50,,,PAX,,,00,CAN,E11-H20,E,,,2017/6/25 20:29,正班
DR6537,,DR6570,昆明-兰州,,D,B1597,B738,,,REG,33-计划,REG,2017/6/25 18:55,,,PAX,,,00,ZGC,D01-E10,A,,,2017/6/25 20:50,正班
MU5645,,MU5645,昆明-版纳,,D,B6805,A320,,,REG,33-计划,REG,2017/6/25 18:55,,,PAX,,,00,JHG,E11-H20,E,,,2017/6/25 19:42,正班
MU5745,,MU5748,昆明-三亚,,D,B8496,A320,,,REG,33-计划,REG,2017/6/25 19:00,,,PAX,,,00,SYX,E11-H20,F,,,2017/6/25 20:46,正班
MU2186,,MU2185,昆明-银川,,D,B6877,A320,,,REG,33-计划,REG,2017/6/25 19:05,,,PAX,,,00,INC,E11-H20,E,,,2017/6/25 21:24,正班
MU5748,,MU5771,昆明-版纳,,D,B5256,B737,,,REG,33-计划,REG,2017/6/25 19:05,,,PAX,,,00,JHG,E11-H20,E,,,2017/6/25 19:53,正班
KY8269,,KY8314,昆明-丽江,,D,B2679,B737,,,REG,33-计划,REG,2017/6/25 19:10,,,PAX,,,00,LJG,D01-E10,B,,,2017/6/25 20:05,正班
MF8462,,MF8461,昆明-武汉-杭州,WUH,D,B5308,B738,,,REG,33-计划,REG,2017/6/25 19:15,,,PAX,,,05,HGH,D01-E10,B,,,2017/6/25 21:03,正班
ZH9532,,ZH9531,昆明-无锡,,D,B5773,B738,,,REG,33-计划,REG,2017/6/25 19:20,,,PAX,,,00,WUX,D01-E10,C,,,2017/6/25 21:53,正班
